Title,Address,Halal,Muslim Owned,Food Court,Mixed Food Court,Type of Food,Latitude,Longitude,Ratings,Review
Aspirasi Food Galore @ Seah Im Food Centre,"2 Seah Im Rd, Singapore 099114 #01-45",No,Yes,No,Yes,"Malay, BBQ, Singaporean, Indonesian, Chicken, Asian, Chicken Rice",1.266568132,103.819248,4.1,117.0
Warong Serembat @ Upper Boon Keng Food Market,"17 Upper Boon Keng Rd, Singapore 380017 #01-13",No,Yes,Yes,No,"Vegetarian, Malay, Chicken",1.315028415,103.8716204,3.7,3.0
Al-Amin Food Paradise @ Holland Drive,"47 Holland Dr, Singapore 270047 #01-377",No,Yes,Yes,No,"Indian, Beverages, Chicken, Soup Tulang",1.308532495,103.7923851,3.7,156.0
Uncle Penyet @ Bukit Batok East Ave 5,"233 Bukit Batok East Avenue 5, Singapore 650233",Yes,No,Yes,No,"Malay, Indonesian, Chicken, Vegetarian, Nasi Ayam Penyet",1.348825265,103.7551276,3.0,14.0
Uncle Penyet @ Yishun Avenue 11,"417 Yishun Ave 11, Singapore 760417 #01-351",Yes,No,Yes,No,"Malay, Indonesian, Chicken, Vegetarian, Nasi Ayam Penyet",1.424385067,103.8463291,No Rating,No Reviews
Uncle Penyet @ Bishan Street 13,"511 Bishan Street 13, Singapore 570511",Yes,No,Yes,No,"Malay, Indonesian, Chicken, Vegetarian, Nasi Ayam Penyet",1.349231394,103.8498966,3.6,11.0
Uncle Penyet Fusion @ Kampung Admiralty Hawker Centre,"676 Woodlands Drive 71, Singapore 730620",Yes,No,Yes,No,"Malay, Indonesian, Chicken, Vegetarian, Nasi Ayam Penyet",1.439862176,103.8007268,3.4,26.0
Uncle Penyet @ Pasir Ris Central Hawker Centre,"110 Pasir Ris Central, Singapore 519641 #01-02",Yes,No,Yes,No,"Malay, Indonesian, Chicken, Vegetarian, Nasi Ayam Penyet",1.373472521,103.9515713,3.9,109.0
Uncle Penyet @ Owen Road,"46 Owen Rd, Singapore 210046 #01-267",Yes,No,Yes,No,"Malay, Indonesian, Chicken, Vegetarian, Nasi Ayam Penyet",1.315140198,103.8507984,2.9,24.0
Uncle Penyet @ Ang Mo Kio Avenue 3,"347 Ang Mo Kio Ave 3, Singapore 560347",Yes,No,Yes,No,"Malay, Indonesian, Chicken, Vegetarian, Nasi Ayam Penyet",1.367338583,103.8485763,3.6,5.0
Uncle Penyet @ Serangoon Avenue  2,"304 Serangoon Ave 2, Singapore 550304 #01-14",Yes,No,Yes,No,"Malay, Indonesian, Chicken, Vegetarian, Nasi Ayam Penyet",1.353813453,103.867773,3.3,9.0
Uncle Penyet @ Bukit Merah View,"116 Bukit Merah View, Singapore 151116 #01-253",Yes,No,Yes,No,"Malay, Indonesian, Chicken, Vegetarian, Nasi Ayam Penyet",1.285134271,103.8215322,3.1,23.0
Uncle Penyet @ Jurong West Street 51,"504 Jurong West Street 51, Singapore 640504",Yes,No,Yes,No,"Malay, Indonesian, Chicken, Vegetarian, Nasi Ayam Penyet",1.349827613,103.7188438,2.7,49.0
Uncle Penyet @ NUS Faculty of Science,"4 Lower Kent Ridge Rd, Science Drive 2, Singapore 117549",Yes,No,Yes,No,"Malay, Indonesian, Chicken, Vegetarian, Nasi Ayam Penyet",1.2953873,103.78051,3.6,36.0
Bounce Teochew Fishball Noodles @ Tampines Mall (Kopitiam),"4 Tampines Central 5, Singapore 529510 #04-27/28/29",Yes,No,No,Yes,"Asian, Chinese",1.352504683,103.9446826,4.0,8.0
Bounce Teochew Fishball Noodles @ Changi Airport Terminal 3 (Kopitiam),"65 Airport Boulevard, Singapore 819663 #B2-03",Yes,No,No,Yes,"Asian, Chinese",1.356406287,103.9862118,3.9,34.0
Timbre Pizza @ One North,"73a Ayer Rajah Crescent, Singapore 139957 #01-32",Yes,No,No,Yes,"Duck, Western",1.297411248,103.7875263,3.7,30.0
Timbre Pizza @ One Punggol Hawker Centre,"1 Punggol Dr., Singapore 828629 #02-05",Yes,No,No,Yes,"Duck, Western",1.408298925,103.9051042,3.7,47.0
House of Pepper @ Kedai Kopi Ang Mo Kio,"108 Ang Mo Kio Ave 4, Singapore 560108",Yes,No,Yes,No,"BBQ, Asian, Beef, Japanese",1.370966352,103.8382019,2.6,14.0
House of Pepper @ Kedai Kopi Yishun,"925 Yishun Central 1, Singapore 760925 #01-211",Yes,No,Yes,No,"BBQ, Asian, Beef, Japanese",1.428230851,103.8374503,3.3,4.0
Briyani 47 @ New Tech Park,"151 Lor Chuan, Singapore 556741 #2-01B",Yes,No,No,Yes,"Indian, Chicken, Beef, Lamb",1.352061961,103.8606983,4.3,18.0
Briyani 47 @ Hougang Mall,"90 Hougang Ave 10, Singapore 538766 #04-11",Yes,No,No,Yes,"Indian, Chicken, Beef, Lamb",1.372533156,103.8938835,3.8,264.0
Mana Lagi? @ Hougang Green Shopping Mall,"21 Hougang Street 51, Singapore 538719 #01-04",Yes,No,Yes,No,"Snacks, Singaporean, Western, Japanese, Seafood, Malay",1.379317835,103.8878471,4.0,1.0
Mana Lagi? @ Stirling Road,"169 Stirling Rd, Singapore 140169",Yes,No,Yes,No,"Snacks, Singaporean, Western, Japanese, Seafood, Malay",1.290434865,103.8031059,4.6,15.0
Mana Lagi? @ Tampines Street 43,"477 Tampines Street 43, Singapore 520477 #01-172",Yes,No,Yes,No,"Snacks, Singaporean, Western, Japanese, Seafood, Malay",1.360921551,103.9528921,3.5,59.0
Abang Gemuk @ Bukit Batok Street 52,"506 Bukit Batok Street 52, Singapore 650506",Yes,No,No,Yes,"BBQ, Chicken, Beef, American, Western",1.352248316,103.7546638,No Rating,No Reviews
Abang Gemuk @ Lor 8 Toa Payoh,"233 Lor 8 Toa Payoh, Singapore 310233 #01-268",Yes,No,No,Yes,"BBQ, Chicken, Beef, American, Western",1.338283659,103.858468,2.9,37.0
Abang Gemuk @ Bukit Batok West Ave 6,"134 Bukit Batok West Ave 6, Singapore 650134 #01-463",Yes,No,No,Yes,"BBQ, Chicken, Beef, American, Western",1.35159087,103.7445096,2.0,45.0
Abang Gemuk @ Sengkang East Ave,"279 Sengkang E Ave, Singapore 540279 #01-01",Yes,No,No,Yes,"BBQ, Chicken, Beef, American, Western",1.386218355,103.8929955,3.2,19.0
Abang Gemuk @ Ghim Moh Link,"25 Ghim Moh Link, Singapore 270025 #01-01",Yes,No,No,Yes,"BBQ, Chicken, Beef, American, Western",1.308118863,103.7860494,3.7,18.0
Abang Gemuk @ Toh Guan Road East,"48 Toh Guan Rd E, Singapore 608586 #01-124/125/126/127/128/129",Yes,No,No,Yes,"BBQ, Chicken, Beef, American, Western",1.336773733,103.7543622,3.3,12.0
Abang Gemuk @ Segar Road,"547 Segar Rd, Singapore 670547 #01-01",Yes,No,No,Yes,"BBQ, Chicken, Beef, American, Western",1.388240217,103.7695754,1.8,23.0
Abang Gemuk @ Aljunied Ave 2,"119 Aljunied Ave 2, Singapore 380119 #01-54",Yes,No,No,Yes,"BBQ, Chicken, Beef, American, Western",1.31920343,103.8863355,3.3,26.0
Fatty Bom Bom Sizzle x Nasi Kari @ Bukit Batok West Ave 4,"413 Bukit Batok West Ave 4, Singapore 650413 #01-220",Yes,No,No,Yes,"Western, American, Beverages, Dessert, Chicken, Seafood, Italian, Beef, Lamb, Meat",1.363565727,103.746597,3.4,21.0
Fatty Bom Bom Sizzle @ Clementi Ave 5,"325 Clementi Ave 5, Singapore 120325 #01-129",Yes,No,No,Yes,"Western, American, Beverages, Dessert, Chicken, Seafood, Italian, Beef, Lamb, Meat",1.315096685,103.7668174,2.4,39.0
Fatty Bom Bom Sizzle @ Teck Why Ave,"145 Teck Whye Ave, Singapore 680145 #01-153",Yes,No,No,Yes,"Western, American, Beverages, Dessert, Chicken, Seafood, Italian, Beef, Lamb, Meat",1.381374615,103.7524688,2.8,30.0
Fatty Bom Bom Sizzle @ Margaret Drive,"40 Margaret Dr, Singapore 141040 #01-05",Yes,No,No,Yes,"Western, American, Beverages, Dessert, Chicken, Seafood, Italian, Beef, Lamb, Meat",1.296458426,103.8062076,3.2,36.0
Abang Gemok @ Jurong West St 41,"Block 496 Jurong West Street 41, Singapore 640496 #01-84",Yes,No,No,Yes,"BBQ, Chicken, Beef, American, Western",1.3499897,103.7238365,2.6,12.0
1 Hotplate Western @ Ang Mo Kio Ave 8,"505, Ang Mo Kio Avenue 8, 560505 #01-2688",Yes,No,No,Yes,,1.3748598,103.850225,3.6,5.0
My Kampung @ Yishun Integrated Transport Hub,"920 Yishun Ave 2, Singapore 769100 #01-13",Yes,No,Yes,No,"Seafood, Malay, Asian, Chicken, Beverages, Chinese, Indian, Fusion",1.42790289,103.8361777,3.0,6.0
My Kampung @ Kampung Admiralty Hawker Centre,"676 Woodlands Drive 71, Level 2, Singapore 730676",Yes,No,Yes,No,"Seafood, Malay, Asian, Chicken, Beverages, Chinese, Indian, Fusion",1.4399161,103.8007013,2.1,20.0
My Kampung @ Changi City Point,"5 Changi Business Park Central 1, Singapore 486038  #02-01",Yes,No,Yes,No,"Seafood, Malay, Asian, Chicken, Beverages, Chinese, Indian, Fusion",1.334083593,103.9629461,2.5,46.0
My Kampung @ Kallang Wave Mall,"1 Stadium Pl, Singapore 397628 #02-16",Yes,No,Yes,No,"Seafood, Malay, Asian, Chicken, Beverages, Chinese, Indian, Fusion",1.303075152,103.8731497,3.3,130.0
Khaki Yong Tau Foo @ Greenridge Shopping Centre,"524A Jelapang Rd, Singapore 671524 #04",Yes,No,Yes,No,"Asian, Seafood, Chicken, Healthy",1.385295563,103.7661705,5.0,2.0
Khaki Yong Tau Foo @ Clementi,"380 Clementi Ave 5, Singapore 120380",Yes,No,Yes,No,"Asian, Seafood, Chicken, Healthy",1.318344291,103.767572,No Rating,No Reviews
Khaki Yong Tau Foo @ Yishun,"925 Yishun Central 1, Singapore 760925",Yes,No,Yes,No,"Asian, Seafood, Chicken, Healthy",1.428230851,103.8374503,5.0,1.0
An-Nur Shenton Way Special @ Chai Chee Ave,"36 Chai Chee Ave, Block 36, Singapore 461036",No,Yes,No,Yes,"Indian, Mee Combo",1.3253411,103.9254354,4.1,30.0
D'Rubinah Eating Corner @ Khatib,"846 Yishun Ring Rd, Singapore 760846",Yes,No,Yes,No,"Singaporean, Indian, Thai, Malay",1.416786347,103.8346416,3.9,150.0
An-Nur Shenton Way Special @ 198 Punggol Field,"198 Punggol Field, Singapore 820198 #01-01",No,Yes,No,Yes,"Indian, Mee Combo, Opens 24 Hours",1.399509424,103.9063716,3.5,25.0
Dou @ 529 Ang Mo Kio Ave 10,"529 Ang Mo Kio Ave 10, Singapore 560529",Yes,No,No,Yes,"Seafood, Chinese, Chicken, Asian, Healthy, Vegetarian, Opens 24 Hours",1.372343582,103.8554554,4.1,22.0
Dou @ 498 Jurong West,"498 Jurong West Street 41, 640498",Yes,No,No,Yes,"Seafood, Chinese, Chicken, Asian, Healthy, Vegetarian, Opens 24 Hours",1.348333358,103.7243073,4.0,9.0
Nur Jannatun Naim Roti John @ Bedok Food Centre,"511 Bedok North Street, Singapore 460511",No,Yes,No,Yes,"Singaporean, Western",1.333219933,103.9305815,4.3,23.0
Brostern @ Ci Yuan Hawker Centre,"51 Hougang Ave 9, Singapore 538776 #01-39 & #01-41",No,Yes,No,Yes,"Western, Beef, Italian, Chicken, Indian, Fusion",1.375322538,103.8829319,4.0,144.0
The $2.50 Shop @ Kukoh Food Centre,"1 Jln Kukoh, Singapore 161001",No,Yes,No,Yes,"Singaporean, Malay",1.288231015,103.8399342,4.6,23.0
Hjh Aishah Omar & Family Malay Rice & Yong Tau Foo,"14 Haig Rd, Singapore 430014 #01-10",No,Yes,Yes,No,"Singaporean, Malay",1.31514205,103.8956095,3.9,9.0
Hjh Yang Chek Nasi Rawon & Mee Rebus @ Upper Boon Keng Food Centre,"17 Upper Boon Keng Rd, Singapore 380017 #01-26",No,Yes,No,Yes,"Malay, Indonesian, Singaporean",1.315028415,103.8716204,4.6,33.0
Hjh Hadijah Muslim Food,"Blk 461 Yishun Ave 6, Singapore 760461 #01-16",No,Yes,No,Yes,"Singaporean, Malay, Nasi Padang",1.4284134,103.8499737,5.0,6.0
Hjh Salbiah @ Changi Village Hawker Centre,"2 Changi Village Rd, #01-04 Village Hawker Centre, Singapore 500002",No,Yes,No,Yes,"Malay, Singaporean, Nasi Lemak",1.3891517,103.9882453,4.6,12.0
ABC Express @ Admiralty Place,"678a Woodlands Ave 6,  Singapore 731678 #01-09",No,Yes,No,Yes,"Indian, Beef, Lamb, Chicken",1.4403637,103.8015374,2.5,22.0
ABC Express @ Woodlands Rise,"785e Woodlands Rise, Singapore 735785",No,Yes,No,Yes,"Indian, Beef, Lamb, Chicken",1.446792595,103.8054835,1.4,28.0
ABC Express @ Pasir Ris Drive 6,"443 Pasir Ris Drive 6, Singapore 510443 #01-16",No,Yes,No,Yes,"Indian, Beef, Lamb, Chicken, Opens 24 Hours",1.369408606,103.9573958,1.5,24.0
ABC Express @ Compassvale Link,"Blk 275d Compassvale Link, Singapore 544275 #01-01",No,Yes,No,Yes,"Indian, Beef, Lamb, Chicken, Opens 24 Hours",1.382905,103.8937135,2.4,36.0
Rumah Makan Wak Min @ Tampines Central CC,"866a Tampines Street 83, Singapore 521866 #02-02",No,Yes,Yes,No,"Singaporean, Malay",1.355393063,103.9344293,4.1,15.0
Bedok Corner Hokkien Fried Squid & Prawn Mee,"1 Bedok Rd, #29 Bedok Corner Food, Singapore 469356",Yes,No,No,Yes,"Chinese, Singaporean, Seafood",1.3203472,103.9554806,4.1,754.0
Bedok One Hokkien Prawn Mee,"21 Sengkang West Ave, Singapore 797650 #03-15",Yes,No,No,Yes,"Chinese, Singaporean, Seafood",1.391725521,103.8770004,4.0,59.0
Kjjong-9 @ Tampines Mart,"Tampines Street 32, Singapore 529287",Yes,No,No,Yes,"Korean, Beef, Chicken",1.353778942,103.9579943,2.6,5.0
Kjjong-9 @ Waterway Point,"81 Punggol Central, Singapore",Yes,No,No,Yes,"Korean, Beef, Chicken",1.4070786,103.9016425,2.7,7.0
Riverside Indonesian BBQ @ JEM (Kopitiam),"50 Jurong Gateway Rd, Singapore 608549 #05-01",No,Yes,No,Yes,"BBQ, Malay, Singaporean, Indonesian, Chicken, Asian",1.333328193,103.7433594,3.0,7.0
Riverside Indonesian BBQ @ ION Orchard (Food Opera),"68 Orchard Rd, Singapore 238839 #06-15/17",No,Yes,No,Yes,"BBQ, Malay, Singaporean, Indonesian, Chicken, Asian",1.30083413,103.8450727,4.3,107.0
Riverside Indonesian BBQ @ 313 Somerset,"313 Orchard Rd, Singapore 238895 #B3-44",No,Yes,No,Yes,"BBQ, Malay, Singaporean, Indonesian, Chicken, Asian",1.301014364,103.8383607,3.3,69.0
Riverside Indonesian BBQ @ Tampines Mall (Kopitiam),"4 Tampines Central 5, Singapore 529510 #04-27/28/29",No,Yes,No,Yes,"BBQ, Malay, Singaporean, Indonesian, Chicken, Asian",1.352504683,103.9446826,4.2,73.0
Riverside Indonesian BBQ @ Jurong Point,"1 Jurong West Central 2, Singapore 648886 #03-42",No,Yes,No,Yes,"BBQ, Malay, Singaporean, Indonesian, Chicken, Asian",1.339452004,103.706685,3.5,14.0
Riverside Indonesian BBQ @ Vivocity (Food Republic),"1 Harbourfront Walk, Singapore 098585  #03-01",No,Yes,No,Yes,"BBQ, Malay, Singaporean, Indonesian, Chicken, Asian",1.264344587,103.8224761,3.0,19.0
105 Nasi Padang,"105 Canberra St, Singapore 752106",No,Yes,Yes,No,"Malay, Indonesian",1.448855647,103.8324092,3.0,2.0
All Bout Chicken @ Alexander Village Food Centre,"120 Bukit Merah Lane 1,  Singapore 150120 #01-62",Yes,No,No,Yes,"BBQ, Western, Chicken",1.286306,103.8044927,4.3,24.0
All Bout Chicken @ Chomp Chomp Food Centre,"20 Kensington Park Rd, Singapore 557269",Yes,No,No,Yes,"BBQ, Western, Chicken",1.364232525,103.866527,4.2,67.0
Waker Chicken @ 215C Compassvale Drive,"215C Compassvale Dr, Singapore 543215",Yes,No,No,Yes,"Chicken, BBQ, American, Snacks, Fusion, Western",1.389770263,103.8927872,3.6,102.0
Waker Chicken @ 848 Yishun Ring Road,"848 Yishun Ring Rd, Singapore 768688",Yes,No,No,Yes,"Chicken, BBQ, American, Snacks, Fusion, Western",1.4162435,103.835249,2.9,65.0
Waker Chicken @ 727 Clementi West St 2,"727 Clementi West Street 2, Singapore 120727",Yes,No,No,Yes,"Chicken, BBQ, American, Snacks, Fusion, Western",1.304289479,103.7640843,3.9,63.0
Waker Chicken @ 478 Tampines St 44,"478 Tampines Street 44, Singapore 520478",Yes,No,No,Yes,"Chicken, BBQ, American, Snacks, Fusion, Western",1.361318946,103.9531259,4.1,53.0
Waker Chicken @ 347 Bukit Gombak,"347 Bukit Batok Street 34, Singapore 650347",Yes,No,No,Yes,"Chicken, BBQ, American, Snacks, Fusion, Western",1.362270342,103.7511929,3.7,134.0
Waker Chicken @ Holland Drive,"Block 40 Holland Dr, Singapore 270040",Yes,No,No,Yes,"Chicken, BBQ, American, Snacks, Fusion, Western",1.307176,103.7935004,3.6,139.0
BLACKGOAT @ Jalan Batu,"4a Jln Batu, Singapore 432004 #01-05",No,Yes,No,Yes,"BBQ, Lamb, Mediterranean, Fusion, Western, Beef, Chicken, Beverages",1.302360348,103.8839095,4.5,241.0
The Original Botak Jones @ Bedok North,"Bedok Food City, 1550 Bedok North Ave 4, Singapore 489950",No,Yes,No,Yes,"BBQ, Western, Mediterranean, Lamb, Beef, Beverages, Chicken, French, American",1.33763732,103.9445392,4.1,96.0
The Original Botak Jones @ 153 Kampong Ampat,"153 Kampong Ampat, Jun Jie Industrial Building, Singapore 368326 #07-05",No,Yes,No,Yes,"BBQ, Western, Mediterranean, Lamb, Beef, Beverages, Chicken, French, American",1.3342328,103.8826858,4.4,230.0
The Original Botak Jones @ Depot Lane,"118 Depot Ln, Singapore 109754",No,Yes,No,Yes,"BBQ, Western, Mediterranean, Lamb, Beef, Beverages, Chicken, French, American",1.2815746,103.8127545,4.0,366.0
Buey Tahan See-food Restaurant @ E!Hub,"1 Pasir Ris Cl, #04-101 E!hub, Singapore 519599 #04-101",Yes,No,No,Yes,"BBQ, Chinese, Singaporean, Seafood, Thai, Vegetarian, Malay, Fusion, Western, Asian",1.3769142,103.9550368,4.2,193.0
Sari Bistari Changi Village Ayam Penyet,"3 Changi Village Rd, Singapore 500003",No,Yes,No,Yes,"BBQ, Singaporean, Malay, Chicken, Asian, Indonesian",1.389658343,103.9880918,3.9,25.0
Aladdin Indian Muslim Cuisine,"Ntuc Foodfare, 273c Punggol Pl, Singapore 823273 #01-882",No,Yes,No,Yes,"Lamb, Indian, Chicken",1.4023031,103.9012624,3.6,56.0
Uncle Penyet @ Sumang Walk,"322 Sumang Walk, #01-01, Singapore 820322 #01-01",Yes,No,Yes,No,"Malay, Indonesian, Chicken, Vegetarian, Nasi Ayam Penyet",1.4112471,103.8975014,2.8,49.0
Yes Nasi Kukus @ Punggol,"273C Punggol Pl, Singapore 823273",Yes,No,No,Yes,"Malay, Chicken, Beef, Lamb, Vegetarian",1.402303014,103.9012624,4.3,156.0
Nasi Lemak Ayam Taliwang @ Northshore Plaza,"418 Northshore Dr Northshore Plaza 2, 418 Northshore Dr,  Cantine Foodcourt, Singapore 820418 #02-06/07",No,Yes,No,Yes,"Singaporean, Asian, Malay, BBQ, Chicken",1.4179615,103.9013219,4.8,150.0
Habib's Express @ 691 Woodlands Drive,"Blk 691 Woodlands Drive 73, Singapore 730691 #01-05",No,Yes,No,Yes,"Indian, Opens 24 Hours",1.44063,103.8061981,1.4,29.0
Habib's Express @ 455 Sengkang West Avenue,"455 Sengkang West Ave, Singapore",No,Yes,No,Yes,"Indian, Opens 24 Hours",1.3918369,103.8711904,1.9,32.0
Habib's Express  @ 308 Anchorvale Road,"308 Anchorvale Rd, Singapore 540308",No,Yes,No,Yes,"Indian, Opens 24 Hours",1.389253975,103.8864451,2.7,30.0
The Halal Corner @ Haji Lane,"63 Haji Ln, Singapore 189256",No,Yes,Yes,No,"BBQ, Lamb, Mediterranean, Fusion, Western, Mexican, Beef, Chicken, French, American",1.3012759,103.8585829,4.1,118.0
Punjabi Dhaba,"1 Punggol Drive, Singapore 828629 #02-07",No,Yes,No,Yes,"Punjabi, Lamb, Beef, Chicken, Mediterranean",1.408298925,103.9051042,3.6,74.0
Rendang Nation,"1 Punggol Dr, Singapore 828629 #02-08",No,Yes,No,Yes,"BBQ, Lamb, Vegetarian, Malay, Beef, Chicken, Asian",1.408298925,103.9051042,4.4,38.0
Shahith Ar-Raheeq Indian Muslim Food,"1 Punggol Dr, Singapore 828629 #02-03",No,Yes,No,Yes,"Lamb, Vegetarian, Indian, Chicken",1.408298925,103.9051042,4.1,7.0
One Punggol Rojak & Prata Indian Muslim Food,"1 Punggol Dr, Singapore 828629 #02-02",No,Yes,No,Yes,"Singaporean, Lamb, Vegetarian, Indian, Chicken, Asian",1.408298925,103.9051042,2.8,13.0
Uncle Penyet @ One Punggol Hawker Centre,"1 Punggol Dr, Singapore 828629 #02-01",Yes,No,Yes,No,"Malay, Indonesian, Chicken, Vegetarian, Nasi Ayam Penyet",1.408298925,103.9051042,3.8,22.0
Dou @ Blk 693 Woodlands Ave 6,Blk 693 Woodlands Ave 6  Singapore 730693 #01-10,Yes,No,No,Yes,"Seafood, Chinese, Chicken, Asian, Healthy, Vegetarian, Opens 24 Hours",1.4380879,103.803765,3.9,12.0
Dou @ Blk 259 Bt Panjang Ring Rd,"Blk 259 Bukit Panjang Ring Road, Singapore 671259  #01-34",Yes,No,No,Yes,"Seafood, Chinese, Chicken, Asian, Healthy, Vegetarian, Opens 24 Hours",1.377043,103.7733101,3.9,29.0
Nurul Delight @ Bukit Batok Street 21,"217 Bukit Batok Street 21, Singapore 650217 #01-365",No,Yes,No,Yes,"BBQ, Seafood, Singaporean, Chicken, Asian, Malay, Vegetarian, Lamb, Beef, Indonesian",1.346733922,103.7547278,4.0,45.0
Ryo Yakiniku @ Tai Seng Avenue,"61 Tai Seng Ave  , Nam Wah Coffeeshop , Singapore 534167 #B1-02",No,Yes,No,Yes,"BBQ, Seafood, Chicken, Mediterranean, Lamb, Beef, Duck",1.3387514,103.8877798,4.6,326.0
Ayam Bakar By Abang Botak,"6 Jalan Bukit Merah, Abc Brickworks Market And Food Centre, Singapore 150006 #01-01",No,Yes,No,Yes,"BBQ, Singaporean, Chicken, Asian, Malay, Indonesian",1.286883,103.8081313,3.4,5.0
The Social Outcast @ East Coast Road,"89 E Coast Rd, Singapore 428790 #01-01",No,Yes,No,Yes,"Beef, Mediterranean, Italian, Mexican, American, Chicken, Western",1.305579729,103.9039922,4.6,404.0
Nasi Ayam Taman Serasi by Fitra (S9) @ Plaza Singapura (Kopitiam),"68 Orchard Road, Plaza Singapura, Singapore 238839 #06-15/17",Yes,No,No,Yes,"Asian, Chicken, Singaporean",1.30083413,103.8450727,No Rating,No Reviews
The Halal Corner @ Bedok,"Block 527 Bedok North Street 3, Singapore 460527",No,Yes,Yes,No,"BBQ, Lamb, Mediterranean, Fusion, Western, Mexican, Beef, Chicken, French, American",1.3339115,103.9281586,4.1,117.0
SS Western 66 @ Circuit Road,"79a Circuit Rd, Singapore 371079",No,Yes,No,Yes,"BBQ, Western, Mediterranean, Fusion, Beef, Chicken, French, American",1.326597067,103.8850523,4.3,103.0
Express Teppan-yaki @ Food Junction NEX,"23 Serangoon Central, Singapore 556083 #04-36/37",Yes,No,No,Yes,"Western, Malay, Vegetarian, Beverages, Singaporean, Seafood, Chicken, Dessert, Fusion, Indonesian, Chinese, Japanese, Korean, Thai, Indian, Italian",1.350645795,103.8725905,2.7,56.0
Afandi Hawa & Family,"14 Haig Road, Singapore 430014 #01-21",No,Yes,No,Yes,"BBQ, Seafood, Singaporean, Lamb, Malay, Beef, Indonesian, Chicken, Asian, Mee Rebus",1.31514205,103.8956095,4.2,150.0
Suhaime's,"Blk 69 Geylang Bahru Market Food & Centre, Singapore 330069 #01-2879",No,Yes,No,Yes,"Malay, Lamb, Beef, Asian, Chicken, Mee Rebus",1.3214632,103.8700051,4.4,22.0
Yunos & Family,"724 Ang Mo Kio Ave 6, Singapore 560724 #01-01",No,Yes,No,Yes,"Lamb, Malay, Indonesian, Asian, Chicken, Mee Rebus",1.372172585,103.8465103,4.4,449.0
Aziz Jaffar Muslim Food,"335 Smith St, Chinatown Complex Market, Singapore 050335 #02-70",No,Yes,No,Yes,"BBQ, Seafood, Singaporean, Chicken, Asian, Malay, Vegetarian, Lamb, Indonesian, Beef",1.2821164,103.8428457,4.5,15.0
Superstar Original Famous Penang Laksa,"32 New Market Road, Singapore 050032 #01-1002",Yes,No,No,Yes,"BBQ, Seafood, Fusion, Chinese",1.284858608,103.8425788,4.6,366.0
KL Damansara Chilli Ban Mee @ Bedok Shopping Complex,"314 Bedok Road Singapore, Singapore 469478",Yes,No,No,Yes,"Chinese, Seafood, Beef, Chicken, Asian, Vegetarian",1.330833975,103.9485401,4.0,120.0
Fatty Bom Bom Sizzle @ 365B Upper Serangoon Road,"365b Upper Serangoon Road, Hougang Meadow, Singapore 532365",Yes,No,No,Yes,"Western, American, Beverages, Dessert, Chicken, Seafood, Italian, Beef, Lamb, Meat",1.36920419,103.8975129,3.6,116.0
Fatty Bom Bom Sizzle @ 494 Tampines St. 45,"494 Tampines Street 45, Singapore 523494",Yes,No,No,Yes,"Western, American, Beverages, Dessert, Chicken, Seafood, Italian, Beef, Lamb, Meat",1.362872601,103.9557175,3.6,259.0
Fatty Bom Bom Sizzle @ 273C Punggol Place,"273c Punggol Place, Singapore 823273 #01-882",Yes,No,No,Yes,"Western, American, Beverages, Dessert, Chicken, Seafood, Italian, Beef, Lamb, Meat",1.402303014,103.9012624,2.6,110.0
Fatty Bom Bom Sizzle @ 526 Jurong West St 52,"526 Jurong West St 52, Singapore 640526",Yes,No,No,Yes,"Western, American, Beverages, Dessert, Chicken, Seafood, Italian, Beef, Lamb, Meat",1.347671896,103.7170484,3.3,83.0
Fatty Bom Bom Sizzle @ 455 Sengkang West Ave,"455 Sengkang West Ave, Singapore 791455",Yes,No,No,Yes,"Western, American, Beverages, Dessert, Chicken, Seafood, Italian, Beef, Lamb, Meat",1.391836883,103.8711904,2.7,138.0
Fatty Bom Bom Sizzle @ 209 New Upper Changi Rd (Bedok Central),"209 New Upper Changi Rd (Bedok Central), Singapore 460209",Yes,No,No,Yes,"Western, American, Beverages, Dessert, Chicken, Seafood, Italian, Beef, Lamb, Meat",1.3246358,103.9310689,2.5,73.0
Kawan Kawan Chicken Rice @ Marsiling Industrial Estate,"10 Marsiling Industrial Estate Rd 1, Singapore 739276",Yes,No,No,Yes,"Singaporean, Chicken, Malay, Asian",1.440935706,103.7812772,4.9,20.0
Nasi Lemak Kukus By Walaku @ Alexandra Road,"456 Alexandra Rd, Singapore 119962",No,Yes,No,Yes,"BBQ, Singaporean, Chicken, Asian, Malay",1.275214857,103.8013299,4.2,41.0
Selera Kampung Satay,"17 Upper Boon Keng Hawker Centre, Singapore 380017 #01-22",No,Yes,No,Yes,"BBQ, Chicken, Malay, Beef, Lamb, Asian, Singaporean",1.3150285,103.8716205,4.0,5.0
P. Baharnisha Muslim Food Stall @ Teban Gardens Food Centre,"37a Teban Gardens Rd, Singapore 601037 #01-26",No,Yes,No,Yes,"Lamb, Vegetarian, Indian, Chicken",1.320831093,103.7427481,4.6,11.0
Seri Muslim Food,"399 Yung Sheng Rd, Singapore 610399",No,Yes,No,Yes,"Seafood, Singaporean, BBQ, Malay, Vegetarian, Lamb, Beef, Indonesian, Chicken",1.334844875,103.720462,4.4,51.0
